
List of user-set options:

                                    Name   Value                used
                         acceptable_iter = 15                    yes
                          acceptable_tol = 1e-05                 yes
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 3000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_2_hyperelastic_cantilever_beam/run_hyperelastic_cantilever_beam_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-06                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:     3600
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3600
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     3600
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
       3001  density_unfiltered_3001      c     5.000000E-03     4.428509E-01     1.000000E+00           
       3002  density_unfiltered_3002      c     5.000000E-03     3.711127E-01     1.000000E+00           
       3003  density_unfiltered_3003      c     5.000000E-03     3.017593E-01     1.000000E+00           
       3004  density_unfiltered_3004      c     5.000000E-03     2.394164E-01     1.000000E+00           
       3005  density_unfiltered_3005      c     5.000000E-03     1.834223E-01     1.000000E+00           
       3006  density_unfiltered_3006      c     5.000000E-03     1.259670E-01     1.000000E+00           
       3007  density_unfiltered_3007      c     5.000000E-03     5.752394E-02     1.000000E+00           
       3008  density_unfiltered_3008      c     5.000000E-03     5.000014E-03     1.000000E+00          l
       3009  density_unfiltered_3009      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3010  density_unfiltered_3010      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3011  density_unfiltered_3011      c     5.000000E-03     5.000007E-03     1.000000E+00          l
       3012  density_unfiltered_3012      c     5.000000E-03     5.000006E-03     1.000000E+00          l
       3013  density_unfiltered_3013      c     5.000000E-03     5.000006E-03     1.000000E+00          l
       3014  density_unfiltered_3014      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3015  density_unfiltered_3015      c     5.000000E-03     4.596725E-01     1.000000E+00           
       3016  density_unfiltered_3016      c     5.000000E-03     4.464543E-01     1.000000E+00           
       3017  density_unfiltered_3017      c     5.000000E-03     4.640666E-01     1.000000E+00           
       3018  density_unfiltered_3018      c     5.000000E-03     5.016838E-01     1.000000E+00           
       3019  density_unfiltered_3019      c     5.000000E-03     5.415398E-01     1.000000E+00           
       3020  density_unfiltered_3020      c     5.000000E-03     5.827549E-01     1.000000E+00           
       3021  density_unfiltered_3021      c     5.000000E-03     6.213034E-01     1.000000E+00           
       3022  density_unfiltered_3022      c     5.000000E-03     6.537907E-01     1.000000E+00           
       3023  density_unfiltered_3023      c     5.000000E-03     6.779775E-01     1.000000E+00           
       3024  density_unfiltered_3024      c     5.000000E-03     6.924969E-01     1.000000E+00           
       3025  density_unfiltered_3025      c     5.000000E-03     6.968190E-01     1.000000E+00           
       3026  density_unfiltered_3026      c     5.000000E-03     6.908373E-01     1.000000E+00           
       3027  density_unfiltered_3027      c     5.000000E-03     6.739824E-01     1.000000E+00           
       3028  density_unfiltered_3028      c     5.000000E-03     6.443520E-01     1.000000E+00           
       3029  density_unfiltered_3029      c     5.000000E-03     5.991369E-01     1.000000E+00           
       3030  density_unfiltered_3030      c     5.000000E-03     5.374299E-01     1.000000E+00           
       3031  density_unfiltered_3031      c     5.000000E-03     4.633751E-01     1.000000E+00           
       3032  density_unfiltered_3032      c     5.000000E-03     3.852996E-01     1.000000E+00           
       3033  density_unfiltered_3033      c     5.000000E-03     3.111910E-01     1.000000E+00           
       3034  density_unfiltered_3034      c     5.000000E-03     2.458619E-01     1.000000E+00           
       3035  density_unfiltered_3035      c     5.000000E-03     1.894410E-01     1.000000E+00           
       3036  density_unfiltered_3036      c     5.000000E-03     1.320569E-01     1.000000E+00           
       3037  density_unfiltered_3037      c     5.000000E-03     5.934052E-02     1.000000E+00           
       3038  density_unfiltered_3038      c     5.000000E-03     5.000015E-03     1.000000E+00          l
       3039  density_unfiltered_3039      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3040  density_unfiltered_3040      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3041  density_unfiltered_3041      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3042  density_unfiltered_3042      c     5.000000E-03     5.000006E-03     1.000000E+00          l
       3043  density_unfiltered_3043      c     5.000000E-03     5.000007E-03     1.000000E+00          l
       3044  density_unfiltered_3044      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3045  density_unfiltered_3045      c     5.000000E-03     4.367757E-01     1.000000E+00           
       3046  density_unfiltered_3046      c     5.000000E-03     4.175207E-01     1.000000E+00           
       3047  density_unfiltered_3047      c     5.000000E-03     4.351026E-01     1.000000E+00           
       3048  density_unfiltered_3048      c     5.000000E-03     4.751872E-01     1.000000E+00           
       3049  density_unfiltered_3049      c     5.000000E-03     5.174988E-01     1.000000E+00           
       3050  density_unfiltered_3050      c     5.000000E-03     5.621090E-01     1.000000E+00           
       3051  density_unfiltered_3051      c     5.000000E-03     6.053082E-01     1.000000E+00           
       3052  density_unfiltered_3052      c     5.000000E-03     6.437946E-01     1.000000E+00           
       3053  density_unfiltered_3053      c     5.000000E-03     6.752610E-01     1.000000E+00           
       3054  density_unfiltered_3054      c     5.000000E-03     6.981030E-01     1.000000E+00           
       3055  density_unfiltered_3055      c     5.000000E-03     7.114178E-01     1.000000E+00           
       3056  density_unfiltered_3056      c     5.000000E-03     7.144667E-01     1.000000E+00           
       3057  density_unfiltered_3057      c     5.000000E-03     7.053872E-01     1.000000E+00           
       3058  density_unfiltered_3058      c     5.000000E-03     6.801654E-01     1.000000E+00           
       3059  density_unfiltered_3059      c     5.000000E-03     6.342489E-01     1.000000E+00           
       3060  density_unfiltered_3060      c     5.000000E-03     5.674764E-01     1.000000E+00           
       3061  density_unfiltered_3061      c     5.000000E-03     4.871407E-01     1.000000E+00           
       3062  density_unfiltered_3062      c     5.000000E-03     4.036444E-01     1.000000E+00           
       3063  density_unfiltered_3063      c     5.000000E-03     3.239920E-01     1.000000E+00           
       3064  density_unfiltered_3064      c     5.000000E-03     2.524520E-01     1.000000E+00           
       3065  density_unfiltered_3065      c     5.000000E-03     1.928728E-01     1.000000E+00           
       3066  density_unfiltered_3066      c     5.000000E-03     1.353955E-01     1.000000E+00           
       3067  density_unfiltered_3067      c     5.000000E-03     5.753713E-02     1.000000E+00           
       3068  density_unfiltered_3068      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3069  density_unfiltered_3069      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3070  density_unfiltered_3070      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3071  density_unfiltered_3071      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3072  density_unfiltered_3072      c     5.000000E-03     5.000007E-03     1.000000E+00          l
       3073  density_unfiltered_3073      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3074  density_unfiltered_3074      c     5.000000E-03     5.000014E-03     1.000000E+00          l
       3075  density_unfiltered_3075      c     5.000000E-03     4.143518E-01     1.000000E+00           
       3076  density_unfiltered_3076      c     5.000000E-03     3.891058E-01     1.000000E+00           
       3077  density_unfiltered_3077      c     5.000000E-03     4.066208E-01     1.000000E+00           
       3078  density_unfiltered_3078      c     5.000000E-03     4.489744E-01     1.000000E+00           
       3079  density_unfiltered_3079      c     5.000000E-03     4.933248E-01     1.000000E+00           
       3080  density_unfiltered_3080      c     5.000000E-03     5.407485E-01     1.000000E+00           
       3081  density_unfiltered_3081      c     5.000000E-03     5.879566E-01     1.000000E+00           
       3082  density_unfiltered_3082      c     5.000000E-03     6.318738E-01     1.000000E+00           
       3083  density_unfiltered_3083      c     5.000000E-03     6.702943E-01     1.000000E+00           
       3084  density_unfiltered_3084      c     5.000000E-03     7.015902E-01     1.000000E+00           
       3085  density_unfiltered_3085      c     5.000000E-03     7.246894E-01     1.000000E+00           
       3086  density_unfiltered_3086      c     5.000000E-03     7.381914E-01     1.000000E+00           
       3087  density_unfiltered_3087      c     5.000000E-03     7.384423E-01     1.000000E+00           
       3088  density_unfiltered_3088      c     5.000000E-03     7.186965E-01     1.000000E+00           
       3089  density_unfiltered_3089      c     5.000000E-03     6.728344E-01     1.000000E+00           
       3090  density_unfiltered_3090      c     5.000000E-03     6.024825E-01     1.000000E+00           
       3091  density_unfiltered_3091      c     5.000000E-03     5.184080E-01     1.000000E+00           
       3092  density_unfiltered_3092      c     5.000000E-03     4.313970E-01     1.000000E+00           
       3093  density_unfiltered_3093      c     5.000000E-03     3.448992E-01     1.000000E+00           
       3094  density_unfiltered_3094      c     5.000000E-03     2.616428E-01     1.000000E+00           
       3095  density_unfiltered_3095      c     5.000000E-03     1.934296E-01     1.000000E+00           
       3096  density_unfiltered_3096      c     5.000000E-03     1.351743E-01     1.000000E+00           
       3097  density_unfiltered_3097      c     5.000000E-03     5.111691E-02     1.000000E+00           
       3098  density_unfiltered_3098      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3099  density_unfiltered_3099      c     5.000000E-03     5.000013E-03     1.000000E+00          l
       3100  density_unfiltered_3100      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3101  density_unfiltered_3101      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3102  density_unfiltered_3102      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3103  density_unfiltered_3103      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3104  density_unfiltered_3104      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3105  density_unfiltered_3105      c     5.000000E-03     3.921961E-01     1.000000E+00           
       3106  density_unfiltered_3106      c     5.000000E-03     3.610193E-01     1.000000E+00           
       3107  density_unfiltered_3107      c     5.000000E-03     3.784701E-01     1.000000E+00           
       3108  density_unfiltered_3108      c     5.000000E-03     4.229302E-01     1.000000E+00           
       3109  density_unfiltered_3109      c     5.000000E-03     4.689391E-01     1.000000E+00           
       3110  density_unfiltered_3110      c     5.000000E-03     5.186249E-01     1.000000E+00           
       3111  density_unfiltered_3111      c     5.000000E-03     5.691983E-01     1.000000E+00           
       3112  density_unfiltered_3112      c     5.000000E-03     6.179114E-01     1.000000E+00           
       3113  density_unfiltered_3113      c     5.000000E-03     6.628150E-01     1.000000E+00           
       3114  density_unfiltered_3114      c     5.000000E-03     7.025027E-01     1.000000E+00           
       3115  density_unfiltered_3115      c     5.000000E-03     7.359811E-01     1.000000E+00           
       3116  density_unfiltered_3116      c     5.000000E-03     7.611709E-01     1.000000E+00           
       3117  density_unfiltered_3117      c     5.000000E-03     7.723073E-01     1.000000E+00           
       3118  density_unfiltered_3118      c     5.000000E-03     7.598391E-01     1.000000E+00           
       3119  density_unfiltered_3119      c     5.000000E-03     7.165293E-01     1.000000E+00           
       3120  density_unfiltered_3120      c     5.000000E-03     6.460474E-01     1.000000E+00           
       3121  density_unfiltered_3121      c     5.000000E-03     5.616018E-01     1.000000E+00           
       3122  density_unfiltered_3122      c     5.000000E-03     4.726056E-01     1.000000E+00           
       3123  density_unfiltered_3123      c     5.000000E-03     3.776024E-01     1.000000E+00           
       3124  density_unfiltered_3124      c     5.000000E-03     2.762244E-01     1.000000E+00           
       3125  density_unfiltered_3125      c     5.000000E-03     1.913417E-01     1.000000E+00           
       3126  density_unfiltered_3126      c     5.000000E-03     1.309830E-01     1.000000E+00           
       3127  density_unfiltered_3127      c     5.000000E-03     3.930200E-02     1.000000E+00           
       3128  density_unfiltered_3128      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3129  density_unfiltered_3129      c     5.000000E-03     5.000013E-03     1.000000E+00          l
       3130  density_unfiltered_3130      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3131  density_unfiltered_3131      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3132  density_unfiltered_3132      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3133  density_unfiltered_3133      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3134  density_unfiltered_3134      c     5.000000E-03     5.000019E-03     1.000000E+00          l
       3135  density_unfiltered_3135      c     5.000000E-03     3.701528E-01     1.000000E+00           
       3136  density_unfiltered_3136      c     5.000000E-03     3.331224E-01     1.000000E+00           
       3137  density_unfiltered_3137      c     5.000000E-03     3.505343E-01     1.000000E+00           
       3138  density_unfiltered_3138      c     5.000000E-03     3.969551E-01     1.000000E+00           
       3139  density_unfiltered_3139      c     5.000000E-03     4.442671E-01     1.000000E+00           
       3140  density_unfiltered_3140      c     5.000000E-03     4.956916E-01     1.000000E+00           
       3141  density_unfiltered_3141      c     5.000000E-03     5.489910E-01     1.000000E+00           
       3142  density_unfiltered_3142      c     5.000000E-03     6.018034E-01     1.000000E+00           
       3143  density_unfiltered_3143      c     5.000000E-03     6.525615E-01     1.000000E+00           
       3144  density_unfiltered_3144      c     5.000000E-03     7.003176E-01     1.000000E+00           
       3145  density_unfiltered_3145      c     5.000000E-03     7.443901E-01     1.000000E+00           
       3146  density_unfiltered_3146      c     5.000000E-03     7.821467E-01     1.000000E+00           
       3147  density_unfiltered_3147      c     5.000000E-03     8.060747E-01     1.000000E+00           
       3148  density_unfiltered_3148      c     5.000000E-03     8.042738E-01     1.000000E+00           
       3149  density_unfiltered_3149      c     5.000000E-03     7.679037E-01     1.000000E+00           
       3150  density_unfiltered_3150      c     5.000000E-03     7.008917E-01     1.000000E+00           
       3151  density_unfiltered_3151      c     5.000000E-03     6.172230E-01     1.000000E+00           
       3152  density_unfiltered_3152      c     5.000000E-03     5.256533E-01     1.000000E+00           
       3153  density_unfiltered_3153      c     5.000000E-03     4.209829E-01     1.000000E+00           
       3154  density_unfiltered_3154      c     5.000000E-03     2.972398E-01     1.000000E+00           
       3155  density_unfiltered_3155      c     5.000000E-03     1.869659E-01     1.000000E+00           
       3156  density_unfiltered_3156      c     5.000000E-03     1.227618E-01     1.000000E+00           
       3157  density_unfiltered_3157      c     5.000000E-03     2.168889E-02     1.000000E+00           
       3158  density_unfiltered_3158      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3159  density_unfiltered_3159      c     5.000000E-03     5.000013E-03     1.000000E+00          l
       3160  density_unfiltered_3160      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3161  density_unfiltered_3161      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3162  density_unfiltered_3162      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3163  density_unfiltered_3163      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3164  density_unfiltered_3164      c     5.000000E-03     5.000027E-03     1.000000E+00          l
       3165  density_unfiltered_3165      c     5.000000E-03     3.481070E-01     1.000000E+00           
       3166  density_unfiltered_3166      c     5.000000E-03     3.053205E-01     1.000000E+00           
       3167  density_unfiltered_3167      c     5.000000E-03     3.227284E-01     1.000000E+00           
       3168  density_unfiltered_3168      c     5.000000E-03     3.709665E-01     1.000000E+00           
       3169  density_unfiltered_3169      c     5.000000E-03     4.192440E-01     1.000000E+00           
       3170  density_unfiltered_3170      c     5.000000E-03     4.719123E-01     1.000000E+00           
       3171  density_unfiltered_3171      c     5.000000E-03     5.273108E-01     1.000000E+00           
       3172  density_unfiltered_3172      c     5.000000E-03     5.834770E-01     1.000000E+00           
       3173  density_unfiltered_3173      c     5.000000E-03     6.393014E-01     1.000000E+00           
       3174  density_unfiltered_3174      c     5.000000E-03     6.944585E-01     1.000000E+00           
       3175  density_unfiltered_3175      c     5.000000E-03     7.487730E-01     1.000000E+00           
       3176  density_unfiltered_3176      c     5.000000E-03     7.997372E-01     1.000000E+00           
       3177  density_unfiltered_3177      c     5.000000E-03     8.395413E-01     1.000000E+00           
       3178  density_unfiltered_3178      c     5.000000E-03     8.537231E-01     1.000000E+00           
       3179  density_unfiltered_3179      c     5.000000E-03     8.286348E-01     1.000000E+00           
       3180  density_unfiltered_3180      c     5.000000E-03     7.651147E-01     1.000000E+00           
       3181  density_unfiltered_3181      c     5.000000E-03     6.790308E-01     1.000000E+00           
       3182  density_unfiltered_3182      c     5.000000E-03     5.823974E-01     1.000000E+00           
       3183  density_unfiltered_3183      c     5.000000E-03     4.684988E-01     1.000000E+00           
       3184  density_unfiltered_3184      c     5.000000E-03     3.225743E-01     1.000000E+00           
       3185  density_unfiltered_3185      c     5.000000E-03     1.802077E-01     1.000000E+00           
       3186  density_unfiltered_3186      c     5.000000E-03     1.104730E-01     1.000000E+00           
       3187  density_unfiltered_3187      c     5.000000E-03     5.000019E-03     1.000000E+00          l
       3188  density_unfiltered_3188      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3189  density_unfiltered_3189      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3190  density_unfiltered_3190      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3191  density_unfiltered_3191      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3192  density_unfiltered_3192      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3193  density_unfiltered_3193      c     5.000000E-03     5.000018E-03     1.000000E+00          l
       3194  density_unfiltered_3194      c     5.000000E-03     3.259772E-01     1.000000E+00           
       3195  density_unfiltered_3195      c     5.000000E-03     2.775580E-01     1.000000E+00           
       3196  density_unfiltered_3196      c     5.000000E-03     2.949968E-01     1.000000E+00           
       3197  density_unfiltered_3197      c     5.000000E-03     3.448996E-01     1.000000E+00           
       3198  density_unfiltered_3198      c     5.000000E-03     3.938176E-01     1.000000E+00           
       3199  density_unfiltered_3199      c     5.000000E-03     4.472647E-01     1.000000E+00           
       3200  density_unfiltered_3200      c     5.000000E-03     5.041590E-01     1.000000E+00           
       3201  density_unfiltered_3201      c     5.000000E-03     5.629091E-01     1.000000E+00           
       3202  density_unfiltered_3202      c     5.000000E-03     6.228674E-01     1.000000E+00           
       3203  density_unfiltered_3203      c     5.000000E-03     6.843370E-01     1.000000E+00           
       3204  density_unfiltered_3204      c     5.000000E-03     7.479419E-01     1.000000E+00           
       3205  density_unfiltered_3205      c     5.000000E-03     8.131976E-01     1.000000E+00           
       3206  density_unfiltered_3206      c     5.000000E-03     8.739142E-01     1.000000E+00           
       3207  density_unfiltered_3207      c     5.000000E-03     9.097588E-01     1.000000E+00           
       3208  density_unfiltered_3208      c     5.000000E-03     8.962966E-01     1.000000E+00           
       3209  density_unfiltered_3209      c     5.000000E-03     8.313265E-01     1.000000E+00           
       3210  density_unfiltered_3210      c     5.000000E-03     7.374024E-01     1.000000E+00           
       3211  density_unfiltered_3211      c     5.000000E-03     6.329679E-01     1.000000E+00           
       3212  density_unfiltered_3212      c     5.000000E-03     5.118214E-01     1.000000E+00           
       3213  density_unfiltered_3213      c     5.000000E-03     3.477841E-01     1.000000E+00           
       3214  density_unfiltered_3214      c     5.000000E-03     1.701862E-01     1.000000E+00           
       3215  density_unfiltered_3215      c     5.000000E-03     9.347201E-02     1.000000E+00           
       3216  density_unfiltered_3216      c     5.000000E-03     5.000019E-03     1.000000E+00          l
       3217  density_unfiltered_3217      c     5.000000E-03     5.000015E-03     1.000000E+00          l
       3218  density_unfiltered_3218      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3219  density_unfiltered_3219      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3220  density_unfiltered_3220      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3221  density_unfiltered_3221      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3222  density_unfiltered_3222      c     5.000000E-03     3.037097E-01     1.000000E+00           
       3223  density_unfiltered_3223      c     5.000000E-03     2.498146E-01     1.000000E+00           
       3224  density_unfiltered_3224      c     5.000000E-03     2.673112E-01     1.000000E+00           
       3225  density_unfiltered_3225      c     5.000000E-03     3.187070E-01     1.000000E+00           
       3226  density_unfiltered_3226      c     5.000000E-03     3.679486E-01     1.000000E+00           
       3227  density_unfiltered_3227      c     5.000000E-03     4.217405E-01     1.000000E+00           
       3228  density_unfiltered_3228      c     5.000000E-03     4.795672E-01     1.000000E+00           
       3229  density_unfiltered_3229      c     5.000000E-03     5.401540E-01     1.000000E+00           
       3230  density_unfiltered_3230      c     5.000000E-03     6.032096E-01     1.000000E+00           
       3231  density_unfiltered_3231      c     5.000000E-03     6.694592E-01     1.000000E+00           
       3232  density_unfiltered_3232      c     5.000000E-03     7.411736E-01     1.000000E+00           
       3233  density_unfiltered_3233      c     5.000000E-03     8.233919E-01     1.000000E+00           
       3234  density_unfiltered_3234      c     5.000000E-03     9.113824E-01     1.000000E+00           
       3235  density_unfiltered_3235      c     5.000000E-03     9.709770E-01     1.000000E+00           
       3236  density_unfiltered_3236      c     5.000000E-03     9.641986E-01     1.000000E+00           
       3237  density_unfiltered_3237      c     5.000000E-03     8.921078E-01     1.000000E+00           
       3238  density_unfiltered_3238      c     5.000000E-03     7.862094E-01     1.000000E+00           
       3239  density_unfiltered_3239      c     5.000000E-03     6.715464E-01     1.000000E+00           
       3240  density_unfiltered_3240      c     5.000000E-03     5.447580E-01     1.000000E+00           
       3241  density_unfiltered_3241      c     5.000000E-03     3.680304E-01     1.000000E+00           
       3242  density_unfiltered_3242      c     5.000000E-03     1.553760E-01     1.000000E+00           
       3243  density_unfiltered_3243      c     5.000000E-03     6.966119E-02     1.000000E+00           
       3244  density_unfiltered_3244      c     5.000000E-03     5.000018E-03     1.000000E+00          l
       3245  density_unfiltered_3245      c     5.000000E-03     5.000013E-03     1.000000E+00          l
       3246  density_unfiltered_3246      c     5.000000E-03     5.000009E-03     1.000000E+00          l
       3247  density_unfiltered_3247      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3248  density_unfiltered_3248      c     5.000000E-03     5.000014E-03     1.000000E+00          l
       3249  density_unfiltered_3249      c     5.000000E-03     2.812753E-01     1.000000E+00           
       3250  density_unfiltered_3250      c     5.000000E-03     2.221031E-01     1.000000E+00           
       3251  density_unfiltered_3251      c     5.000000E-03     2.396691E-01     1.000000E+00           
       3252  density_unfiltered_3252      c     5.000000E-03     2.923578E-01     1.000000E+00           
       3253  density_unfiltered_3253      c     5.000000E-03     3.416093E-01     1.000000E+00           
       3254  density_unfiltered_3254      c     5.000000E-03     3.953447E-01     1.000000E+00           
       3255  density_unfiltered_3255      c     5.000000E-03     4.536095E-01     1.000000E+00           
       3256  density_unfiltered_3256      c     5.000000E-03     5.153826E-01     1.000000E+00           
       3257  density_unfiltered_3257      c     5.000000E-03     5.804608E-01     1.000000E+00           
       3258  density_unfiltered_3258      c     5.000000E-03     6.496371E-01     1.000000E+00           
       3259  density_unfiltered_3259      c     5.000000E-03     7.289608E-01     1.000000E+00           
       3260  density_unfiltered_3260      c     5.000000E-03     8.331221E-01     1.000000E+00           
       3261  density_unfiltered_3261      c     5.000000E-03     9.527863E-01     1.000000E+00           
       3262  density_unfiltered_3262      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3263  density_unfiltered_3263      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3264  density_unfiltered_3264      c     5.000000E-03     9.455892E-01     1.000000E+00           
       3265  density_unfiltered_3265      c     5.000000E-03     8.264712E-01     1.000000E+00           
       3266  density_unfiltered_3266      c     5.000000E-03     6.991407E-01     1.000000E+00           
       3267  density_unfiltered_3267      c     5.000000E-03     5.652960E-01     1.000000E+00           
       3268  density_unfiltered_3268      c     5.000000E-03     3.792207E-01     1.000000E+00           
       3269  density_unfiltered_3269      c     5.000000E-03     1.345636E-01     1.000000E+00           
       3270  density_unfiltered_3270      c     5.000000E-03     3.529875E-02     1.000000E+00           
       3271  density_unfiltered_3271      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3272  density_unfiltered_3272      c     5.000000E-03     5.000010E-03     1.000000E+00          l
       3273  density_unfiltered_3273      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3274  density_unfiltered_3274      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3275  density_unfiltered_3275      c     5.000000E-03     2.586677E-01     1.000000E+00           
       3276  density_unfiltered_3276      c     5.000000E-03     1.944680E-01     1.000000E+00           
       3277  density_unfiltered_3277      c     5.000000E-03     2.120927E-01     1.000000E+00           
       3278  density_unfiltered_3278      c     5.000000E-03     2.658363E-01     1.000000E+00           
       3279  density_unfiltered_3279      c     5.000000E-03     3.147820E-01     1.000000E+00           
       3280  density_unfiltered_3280      c     5.000000E-03     3.681011E-01     1.000000E+00           
       3281  density_unfiltered_3281      c     5.000000E-03     4.264281E-01     1.000000E+00           
       3282  density_unfiltered_3282      c     5.000000E-03     4.889313E-01     1.000000E+00           
       3283  density_unfiltered_3283      c     5.000000E-03     5.550018E-01     1.000000E+00           
       3284  density_unfiltered_3284      c     5.000000E-03     6.252737E-01     1.000000E+00           
       3285  density_unfiltered_3285      c     5.000000E-03     7.135634E-01     1.000000E+00           
       3286  density_unfiltered_3286      c     5.000000E-03     8.457376E-01     1.000000E+00           
       3287  density_unfiltered_3287      c     5.000000E-03     9.954021E-01     1.000000E+00           
       3288  density_unfiltered_3288      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3289  density_unfiltered_3289      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3290  density_unfiltered_3290      c     5.000000E-03     9.961879E-01     1.000000E+00           
       3291  density_unfiltered_3291      c     5.000000E-03     8.656225E-01     1.000000E+00           
       3292  density_unfiltered_3292      c     5.000000E-03     7.227163E-01     1.000000E+00           
       3293  density_unfiltered_3293      c     5.000000E-03     5.757975E-01     1.000000E+00           
       3294  density_unfiltered_3294      c     5.000000E-03     3.779595E-01     1.000000E+00           
       3295  density_unfiltered_3295      c     5.000000E-03     1.096492E-01     1.000000E+00           
       3296  density_unfiltered_3296      c     5.000000E-03     5.000019E-03     1.000000E+00          l
       3297  density_unfiltered_3297      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3298  density_unfiltered_3298      c     5.000000E-03     5.000008E-03     1.000000E+00          l
       3299  density_unfiltered_3299      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3300  density_unfiltered_3300      c     5.000000E-03     2.359039E-01     1.000000E+00           
       3301  density_unfiltered_3301      c     5.000000E-03     1.669853E-01     1.000000E+00           
       3302  density_unfiltered_3302      c     5.000000E-03     1.846282E-01     1.000000E+00           
       3303  density_unfiltered_3303      c     5.000000E-03     2.391422E-01     1.000000E+00           
       3304  density_unfiltered_3304      c     5.000000E-03     2.874645E-01     1.000000E+00           
       3305  density_unfiltered_3305      c     5.000000E-03     3.400702E-01     1.000000E+00           
       3306  density_unfiltered_3306      c     5.000000E-03     3.982695E-01     1.000000E+00           
       3307  density_unfiltered_3307      c     5.000000E-03     4.613292E-01     1.000000E+00           
       3308  density_unfiltered_3308      c     5.000000E-03     5.274800E-01     1.000000E+00           
       3309  density_unfiltered_3309      c     5.000000E-03     5.975580E-01     1.000000E+00           
       3310  density_unfiltered_3310      c     5.000000E-03     6.986666E-01     1.000000E+00           
       3311  density_unfiltered_3311      c     5.000000E-03     8.623677E-01     1.000000E+00           
       3312  density_unfiltered_3312      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3313  density_unfiltered_3313      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3314  density_unfiltered_3314      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3315  density_unfiltered_3315      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3316  density_unfiltered_3316      c     5.000000E-03     9.148076E-01     1.000000E+00           
       3317  density_unfiltered_3317      c     5.000000E-03     7.524353E-01     1.000000E+00           
